순번,분전함,등주,위도,경도,데이터기준일자
13326,찬들로284번길1,40,37.48387,126.542417,2020-04-27
13327,찬들로_01,1,37.474199,126.518189,2020-04-27
13328,찬들로_01,2,37.474598,126.518398,2020-04-27
13329,찬들로_01,3,37.475001,126.518606,2020-04-27
13330,찬들로_01,4,37.475394,126.518826,2020-04-27
13331,찬들로_01,5,37.475739,126.519106,2020-04-27
13332,찬들로_01,6,37.47605,126.519451,2020-04-27
13333,찬들로_01,7,37.476311,126.519864,2020-04-27
13334,찬들로_01,8,37.476512,126.52031,2020-04-27
13335,찬들로_01,9,37.47665,126.520705,2020-04-27
13336,찬들로_01,10,37.47672,126.520476,2020-04-27
13337,찬들로_01,11,37.47653,126.519986,2020-04-27
13338,찬들로_01,12,37.476287,126.519538,2020-04-27
13339,찬들로_01,13,37.475985,126.519143,2020-04-27
13340,찬들로_01,14,37.475646,126.518817,2020-04-27
13341,찬들로_01,15,37.475255,126.518557,2020-04-27
13342,찬들로_01,16,37.474861,126.518346,2020-04-27
13343,찬들로_01,17,37.474463,126.518136,2020-04-27
13344,찬들로_01,18,37.474062,126.517927,2020-04-27
13345,찬들로_02,1,37.476916,126.521486,2020-04-27
13346,찬들로_02,2,37.477093,126.521992,2020-04-27
13347,찬들로_02,3,37.477311,126.522469,2020-04-27
13348,찬들로_02,4,37.477605,126.522868,2020-04-27
13349,찬들로_02,5,37.477928,126.523218,2020-04-27
13350,찬들로_02,6,37.478254,126.523586,2020-04-27
13351,찬들로_02,7,37.478495,126.524014,2020-04-27
13352,찬들로_02,8,37.478599,126.524529,2020-04-27
13353,찬들로_02,9,37.478571,126.525055,2020-04-27
13354,찬들로_02,10,37.478521,126.525601,2020-04-27
13355,찬들로_02,11,37.47847,126.526494,2020-04-27
13356,찬들로_02,12,37.478568,126.527068,2020-04-27
13357,찬들로_02,13,37.478786,126.527282,2020-04-27
13358,찬들로_02,14,37.478669,126.526744,2020-04-27
13359,찬들로_02,15,37.478617,126.526232,2020-04-27
13360,찬들로_02,16,37.47862,126.526061,2020-04-27
13361,찬들로_02,17,37.478633,126.525862,2020-04-27
13362,찬들로_02,18,37.478679,126.525351,2020-04-27
13363,찬들로_02,19,37.478732,126.524798,2020-04-27
13364,찬들로_02,20,37.478698,126.524225,2020-04-27
13365,찬들로_02,21,37.478501,126.523689,2020-04-27
13366,찬들로_02,22,37.478182,126.523273,2020-04-27
13367,찬들로_02,23,37.477856,126.522923,2020-04-27
13368,찬들로_02,24,37.4776,126.522632,2020-04-27
13369,찬들로_02,25,37.477508,126.522503,2020-04-27
13370,찬들로_02,26,37.477314,126.522162,2020-04-27
13371,찬들로_02,27,37.47713,126.521669,2020-04-27
13372,찬들로_02,28,37.476956,126.521171,2020-04-27
13373,찬들로_03,1,37.478951,126.528465,2020-04-27
13374,찬들로_03,2,37.479083,126.528988,2020-04-27
13375,찬들로_03,3,37.479213,126.529506,2020-04-27
13376,찬들로_03,4,37.479343,126.530035,2020-04-27
13377,찬들로_03,5,37.479475,126.530544,2020-04-27
13378,찬들로_03,6,37.479611,126.531068,2020-04-27
13379,찬들로_03,7,37.479741,126.531579,2020-04-27
13380,찬들로_03,8,37.479862,126.532091,2020-04-27
13381,찬들로_03,9,37.479991,126.532601,2020-04-27
13382,찬들로_03,10,37.480061,126.532296,2020-04-27
13383,찬들로_03,11,37.47993,126.531784,2020-04-27
13384,찬들로_03,12,37.479799,126.531267,2020-04-27
13385,찬들로_03,13,37.479672,126.530755,2020-04-27
13386,찬들로_03,14,37.479535,126.530234,2020-04-27
13387,찬들로_03,15,37.479408,126.529715,2020-04-27
13388,찬들로_03,16,37.479276,126.529197,2020-04-27
13389,찬들로_03,17,37.479144,126.528682,2020-04-27
13390,찬들로_03,18,37.479015,126.528164,2020-04-27
13391,찬들로_04,1,37.480259,126.533651,2020-04-27
13392,찬들로_04,2,37.480381,126.53415,2020-04-27
13393,찬들로_04,3,37.480511,126.534689,2020-04-27
13394,찬들로_04,4,37.480551,126.534851,2020-04-27
13395,찬들로_04,5,37.480678,126.535134,2020-04-27
13396,찬들로_04,6,37.480792,126.535361,2020-04-27
13397,찬들로_04,7,37.481348,126.536181,2020-04-27
13398,찬들로_04,8,37.481557,126.536655,2020-04-27
13399,찬들로_04,9,37.481605,126.536922,2020-04-27
13400,찬들로_04,10,37.481638,126.537072,2020-04-27
13401,찬들로_04,11,37.481728,126.537549,2020-04-27
13402,찬들로_04,12,37.481821,126.538081,2020-04-27
13403,찬들로_04,13,37.481958,126.538593,2020-04-27
13404,찬들로_04,14,37.482007,126.538279,2020-04-27
13405,찬들로_04,15,37.481904,126.537779,2020-04-27
13406,찬들로_04,16,37.481816,126.537247,2020-04-27
13407,찬들로_04,17,37.481802,126.537022,2020-04-27
13408,찬들로_04,18,37.481772,126.536871,2020-04-27
13409,찬들로_04,19,37.481586,126.536324,2020-04-27
13410,찬들로_04,20,37.481317,126.535874,2020-04-27
13411,찬들로_04,21,37.481032,126.53545,2020-04-27
13412,찬들로_04,22,37.480787,126.535038,2020-04-27
13413,찬들로_04,23,37.480713,126.534766,2020-04-27
13414,찬들로_04,24,37.480669,126.534628,2020-04-27
13415,찬들로_04,25,37.480588,126.534376,2020-04-27
13416,찬들로_04,26,37.480452,126.533863,2020-04-27
13417,찬들로_04,27,37.480325,126.533345,2020-04-27
13418,찬들로_04,28,37.481063,126.535752,2020-04-27
13419,찬들로_05,1,37.483088,126.540199,2020-04-27
13420,찬들로_05,2,37.482864,126.539924,2020-04-27
13421,찬들로_05,3,37.482738,126.539768,2020-04-27
13422,찬들로_05,4,37.482537,126.539477,2020-04-27
13423,찬들로_05,5,37.482312,126.539052,2020-04-27
13424,찬들로_05,6,37.482221,126.538847,2020-04-27
13425,찬들로_05,7,37.482186,126.538669,2020-04-27
13426,찬들로_05,8,37.482053,126.539757,2020-04-27
13427,찬들로_05,9,37.481845,126.539473,2020-04-27
13428,찬들로_05,10,37.481938,126.539054,2020-04-27
13429,찬들로_05,11,37.482023,126.538845,2020-04-27
13430,찬들로_05,12,37.482094,126.539029,2020-04-27
13431,찬들로_05,13,37.482287,126.539411,2020-04-27
13432,찬들로_05,14,37.482454,126.539705,2020-04-27
13433,찬들로_05,15,37.482595,126.53991,2020-04-27
13434,찬들로_05,16,37.482799,126.540164,2020-04-27
13435,찬들로_05,17,37.483133,126.540533,2020-04-27
13436,찬들로_05,18,37.483034,126.539859,2020-04-27
13437,찬들로_05,19,37.483404,126.539758,2020-04-27
13438,찬들로_05,20,37.483794,126.539334,2020-04-27
13439,찬들로_05,21,37.483712,126.53901,2020-04-27
13440,찬들로_05,22,37.483519,126.538553,2020-04-27
13441,찬들로_05,23,37.483339,126.538097,2020-04-27
13442,찬들로_05,24,37.483179,126.538543,2020-04-27
13443,찬들로_05,25,37.483018,126.538599,2020-04-27
13444,찬들로_05,26,37.482689,126.538497,2020-04-27
13445,찬들로_05,27,37.482349,126.538545,2020-04-27
13446,찬들로_05,28,37.482538,126.538654,2020-04-27
13447,찬들로_05,29,37.482567,126.539035,2020-04-27
13448,찬들로_05,30,37.48285,126.539512,2020-04-27
13449,찬들로_06,1,37.481883,126.541541,2020-04-27
13450,찬들로_06,2,37.482296,126.541351,2020-04-27
13451,찬들로_06,3,37.48241,126.541297,2020-04-27
13452,찬들로_06,4,37.482803,126.5412,2020-04-27
13453,찬들로_06,5,37.483211,126.54102,2020-04-27
13454,찬들로_06,6,37.483373,126.540921,2020-04-27
13455,찬들로_06,7,37.483453,126.541041,2020-04-27
13456,찬들로_06,8,37.483507,126.541176,2020-04-27
13457,찬들로_06,9,37.483678,126.541632,2020-04-27
13458,찬들로_06,10,37.483846,126.542105,2020-04-27
13459,찬들로_06,11,37.483899,126.542255,2020-04-27
13460,찬들로_06,12,37.484107,126.542726,2020-04-27
13461,찬들로_06,13,37.484368,126.543136,2020-04-27
13462,찬들로_06,14,37.484453,126.543234,2020-04-27
13463,찬들로_06,15,37.48462,126.543417,2020-04-27
13464,찬들로_06,16,37.48469,126.543542,2020-04-27
13465,찬들로_06,17,37.484754,126.543816,2020-04-27
13466,찬들로_06,18,37.484692,126.544157,2020-04-27
13467,찬들로_06,19,37.484646,126.544269,2020-04-27
13468,찬들로_06,20,37.484413,126.544673,2020-04-27
13469,찬들로_06,21,37.484345,126.544815,2020-04-27
13470,찬들로_06,22,37.484289,126.545072,2020-04-27
13471,찬들로_06,23,37.484482,126.54492,2020-04-27
13472,찬들로_06,24,37.484557,126.544768,2020-04-27
13473,찬들로_06,25,37.484676,126.544544,2020-04-27
13474,찬들로_06,26,37.484884,126.54404,2020-04-27
13475,찬들로_06,27,37.484838,126.543498,2020-04-27
13476,찬들로_06,28,37.48465,126.543209,2020-04-27
13477,찬들로_06,29,37.484355,126.542832,2020-04-27
13478,찬들로_06,30,37.484117,126.542402,2020-04-27
13479,찬들로_06,31,37.483883,126.541792,2020-04-27
13480,찬들로_06,32,37.483708,126.541301,2020-04-27
13481,찬들로_06,33,37.483508,126.540813,2020-04-27
13482,찬들로_06,34,37.48338,126.540595,2020-04-27
13483,찬들로_06,35,37.483278,126.540731,2020-04-27
13484,찬들로_06,36,37.482968,126.540968,2020-04-27
13485,찬들로_06,37,37.482581,126.54106,2020-04-27
13486,찬들로_06,38,37.482405,126.541095,2020-04-27
13487,찬들로_06,39,37.482228,126.541141,2020-04-27
13488,찬들로_06,40,37.482029,126.541234,2020-04-27
13489,찬들로안길1,1,37.48395,126.541452,2020-04-27
13490,찬들로안길1,2,37.483832,126.54113,2020-04-27
13491,찬들로안길1,3,37.483744,126.54087,2020-04-27
13492,찬들로안길1,4,37.483981,126.540732,2020-04-27
13493,찬들로안길1,5,37.484238,126.540585,2020-04-27
13494,찬들로안길1,6,37.484493,126.54059,2020-04-27
13495,찬들로안길1,7,37.484644,126.540829,2020-04-27
13496,찬들로안길1,8,37.484818,126.541125,2020-04-27
13497,찬들로안길1,9,37.484985,126.54142,2020-04-27
13498,찬들로안길1,10,37.485168,126.541724,2020-04-27
13499,찬들로안길1,11,37.485333,126.541989,2020-04-27
13500,찬들로안길1,12,37.485524,126.542289,2020-04-27
13501,찬들로안길1,13,37.485779,126.542658,2020-04-27
13502,찬들로안길1,14,37.485963,126.542909,2020-04-27
13503,찬들로안길1,15,37.486174,126.543202,2020-04-27
13504,찬들로안길1,16,37.48636,126.543445,2020-04-27
13505,찬들로안길1,17,37.486528,126.543681,2020-04-27
13506,찬들로안길1,18,37.48634,126.543879,2020-04-27
13507,찬들로안길1,19,37.486034,126.544143,2020-04-27
13508,찬들로안길1,20,37.485747,126.544368,2020-04-27
13509,찬들로안길1,21,37.485471,126.544565,2020-04-27
13510,찬들로안길1,22,37.485202,126.544742,2020-04-27
13511,찬들로안길1,23,37.484894,126.54491,2020-04-27
13512,찬들로안길1,24,37.484667,126.545029,2020-04-27
13513,찬들로안길1,25,37.484872,126.542178,2020-04-27
13514,찬들로안길1,26,37.484667,126.541824,2020-04-27
13515,찬들로안길1,27,37.484456,126.541483,2020-04-27
13516,찬들로안길1,28,37.48422,126.541083,2020-04-27
13517,찬들로안길1,29,37.484117,126.541897,2020-04-27
13518,찬들로안길1,30,37.484245,126.54221,2020-04-27
13519,찬들로안길1,31,37.484401,126.542465,2020-04-27
13520,찬들로안길1,32,37.484554,126.542697,2020-04-27
13521,찬들로안길1,33,37.48467,126.542854,2020-04-27
13522,찬들로안길1,34,37.484873,126.542612,2020-04-27
13523,찬들로안길1,35,37.485048,126.542358,2020-04-27
13524,찬들로안길1,36,37.485187,126.542174,2020-04-27
13525,찬들로안길1,37,37.485367,126.542495,2020-04-27
13526,찬들로안길1,38,37.485192,126.54281,2020-04-27
13527,찬들로안길1,39,37.485382,126.543159,2020-04-27
13528,찬들로안길1,40,37.485498,126.543643,2020-04-27
13529,찬들로안길1,41,37.48547,126.54413,2020-04-27
13530,찬들로안길1,42,37.485785,126.544017,2020-04-27
13531,찬들로안길1,43,37.486066,126.543778,2020-04-27
13532,찬들로안길1,44,37.485854,126.543604,2020-04-27
13533,찬들로안길1,45,37.485648,126.543324,2020-04-27
13534,찬들로안길1,46,37.485615,126.542886,2020-04-27
13535,큰말로1,1,37.47162,126.521669,2020-04-27
13536,큰말로1,2,37.471427,126.52158,2020-04-27
13537,큰말로1,3,37.471248,126.521425,2020-04-27
13538,큰말로1,4,37.471104,126.521226,2020-04-27
13539,큰말로1,5,37.470997,126.520983,2020-04-27
13540,큰말로1,6,37.470939,126.520722,2020-04-27
13541,큰말로1,7,37.470923,126.520451,2020-04-27
13542,큰말로1,8,37.470953,126.520183,2020-04-27
13543,큰말로1,9,37.471033,126.51993,2020-04-27
13544,큰말로1,10,37.471149,126.519702,2020-04-27
13545,큰말로1,11,37.471552,126.519969,2020-04-27
13546,큰말로1,12,37.471758,126.520449,2020-04-27
13547,큰말로1,13,37.471834,126.520937,2020-04-27
13548,큰말로1,14,37.471824,126.521585,2020-04-27
13549,큰말로1,15,37.471812,126.521796,2020-04-27
13550,큰말로1,16,37.471794,126.522181,2020-04-27
13551,큰말로1,17,37.471854,126.52281,2020-04-27
13552,큰말로1,18,37.472254,126.523263,2020-04-27
13553,큰말로1,19,37.472781,126.523252,2020-04-27
13554,큰말로1,20,37.473189,126.523033,2020-04-27
13555,큰말로1,21,37.473302,126.522956,2020-04-27
13556,큰말로1,22,37.473427,126.522882,2020-04-27
13557,큰말로1,23,37.473626,126.522779,2020-04-27
13558,큰말로1,24,37.474017,126.522559,2020-04-27
13559,큰말로1,25,37.474159,126.522272,2020-04-27
13560,큰말로1,26,37.473762,126.522491,2020-04-27
13561,큰말로1,27,37.473375,126.522699,2020-04-27
13562,큰말로1,28,37.473228,126.52278,2020-04-27
13563,큰말로1,29,37.472934,126.522946,2020-04-27
13564,큰말로1,30,37.472522,126.523112,2020-04-27
13565,큰말로1,31,37.472121,126.522935,2020-04-27
13566,큰말로1,32,37.471941,126.522459,2020-04-27
13567,큰말로1,33,37.471965,126.521826,2020-04-27
13568,큰말로1,34,37.47197,126.521658,2020-04-27
13569,큰말로1,35,37.471992,126.521111,2020-04-27
13570,큰말로1,36,37.47196,126.520667,2020-04-27
13571,큰말로1,37,37.471808,126.520062,2020-04-27
13572,큰말로1,38,37.47156,126.51968,2020-04-27
13573,큰말로1,39,37.471676,126.520234,2020-04-27
13574,큰말로2,1,37.470095,126.51625,2020-04-27
13575,큰말로2,2,37.469932,126.516736,2020-04-27
13576,큰말로2,3,37.469772,126.517296,2020-04-27
13577,큰말로2,4,37.469758,126.51791,2020-04-27
13578,큰말로2,5,37.469932,126.518477,2020-04-27
13579,큰말로2,6,37.470247,126.518887,2020-04-27
13580,큰말로2,7,37.470581,126.519135,2020-04-27
13581,큰말로2,8,37.470739,126.519195,2020-04-27
13582,큰말로2,9,37.470984,126.519353,2020-04-27
13583,큰말로2,10,37.471221,126.519539,2020-04-27
13584,큰말로2,11,37.471356,126.51968,2020-04-27
13585,큰말로2,12,37.471509,126.519544,2020-04-27
13586,큰말로2,13,37.471792,126.519238,2020-04-27
13587,큰말로2,14,37.472122,126.518887,2020-04-27
13588,큰말로2,15,37.472353,126.518427,2020-04-27
13589,큰말로2,16,37.472519,126.517928,2020-04-27
13590,큰말로2,17,37.472501,126.517482,2020-04-27
13591,큰말로2,18,37.472424,126.517712,2020-04-27
13592,큰말로2,19,37.472298,126.518101,2020-04-27
13593,큰말로2,20,37.472123,126.51857,2020-04-27
13594,큰말로2,21,37.471859,126.518921,2020-04-27
13595,큰말로2,22,37.47159,126.519175,2020-04-27
13596,큰말로2,23,37.471493,126.519262,2020-04-27
13597,큰말로2,24,37.471361,126.519402,2020-04-27
13598,큰말로2,25,37.47125,126.519327,2020-04-27
13599,큰말로2,26,37.470868,126.519072,2020-04-27
13600,큰말로2,27,37.470549,126.518904,2020-04-27
13601,큰말로2,28,37.470195,126.518591,2020-04-27
13602,큰말로2,29,37.469969,126.518135,2020-04-27
13603,큰말로2,30,37.469895,126.517604,2020-04-27
13604,큰말로2,31,37.469989,126.517077,2020-04-27
13605,큰말로2,32,37.470156,126.516576,2020-04-27
13606,큰말로3,1,37.470483,126.515585,2020-04-27
13607,큰말로3,2,37.470646,126.515084,2020-04-27
13608,큰말로3,3,37.470852,126.514664,2020-04-27
13609,큰말로3,4,37.471146,126.514368,2020-04-27
13610,큰말로3,5,37.471517,126.514206,2020-04-27
13611,큰말로3,6,37.471901,126.514221,2020-04-27
13612,큰말로3,7,37.472139,126.514354,2020-04-27
13613,큰말로3,8,37.472287,126.514424,2020-04-27
13614,큰말로3,9,37.472369,126.514458,2020-04-27
13615,큰말로3,10,37.472712,126.514768,2020-04-27
13616,큰말로3,11,37.472931,126.515228,2020-04-27
13617,큰말로3,12,37.472999,126.515743,2020-04-27
13618,큰말로3,13,37.472905,126.516262,2020-04-27
13619,큰말로3,14,37.472721,126.516812,2020-04-27
13620,큰말로3,15,37.472684,126.517003,2020-04-27
13621,큰말로3,16,37.472957,126.516603,2020-04-27
13622,큰말로3,17,37.473116,126.51607,2020-04-27
13623,큰말로3,18,37.473135,126.515452,2020-04-27
13624,큰말로3,19,37.47297,126.514896,2020-04-27
13625,큰말로3,20,37.472634,126.514442,2020-04-27
13626,큰말로3,21,37.472343,126.514229,2020-04-27
13627,큰말로3,22,37.472211,126.514151,2020-04-27
13628,큰말로3,23,37.471714,126.514024,2020-04-27
13629,큰말로3,24,37.471286,126.514101,2020-04-27
13630,큰말로3,25,37.470894,126.514361,2020-04-27
13631,큰말로3,26,37.470606,126.514773,2020-04-27
13632,큰말로3,27,37.47043,126.515263,2020-04-27
13633,큰말로3,28,37.470288,126.515763,2020-04-27
13634,큰말로4,1,37.473486,126.516431,2020-04-27
13635,큰말로4,2,37.473646,126.516056,2020-04-27
13636,큰말로4,3,37.47364,126.515717,2020-04-27
13637,큰말로4,4,37.473491,126.515451,2020-04-27
13638,큰말로4,5,37.473757,126.515159,2020-04-27
13639,큰말로4,6,37.473962,126.515423,2020-04-27
13640,큰말로4,7,37.473991,126.515808,2020-04-27
13641,큰말로4,8,37.473989,126.516142,2020-04-27
13642,큰말로4,9,37.473882,126.516452,2020-04-27
13643,큰말로4,10,37.473693,126.516867,2020-04-27
13644,큰말로4,11,37.473523,126.517244,2020-04-27
13645,큰말로4,12,37.473264,126.517259,2020-04-27
13646,큰말로4,13,37.472994,126.517117,2020-04-27
13647,큰말로4,14,37.473093,126.516808,2020-04-27
13648,큰말로4,15,37.473653,126.516608,2020-04-27
13649,큰말로4,16,37.473538,126.516547,2020-04-27
13650,큰말로4,17,37.473353,126.516462,2020-04-27
13651,큰말로4,18,37.473262,126.516329,2020-04-27
13652,큰말로4,19,37.473333,126.515954,2020-04-27
13653,큰말로4,20,37.473344,126.515616,2020-04-27
13654,큰말로4,21,37.473292,126.515211,2020-04-27
13655,큰말로4,22,37.47353,126.514923,2020-04-27
13656,큰말로4,23,37.473323,126.514676,2020-04-27
13657,큰말로4,24,37.4731,126.514437,2020-04-27
13658,큰말로4,25,37.472875,126.514202,2020-04-27
13659,큰말로4,26,37.472653,126.513957,2020-04-27
13660,큰말로4,27,37.472434,126.513731,2020-04-27
13661,큰말로4,28,37.472212,126.513488,2020-04-27
13662,큰말로4,29,37.471893,126.513561,2020-04-27
13663,큰말로안길1,1,37.472576,126.5195,2020-04-27
13664,큰말로안길1,2,37.472832,126.519332,2020-04-27
13665,큰말로안길1,3,37.472801,126.518905,2020-04-27
13666,큰말로안길1,4,37.472771,126.518575,2020-04-27
13667,큰말로안길1,5,37.472654,126.518136,2020-04-27
13668,큰말로안길1,6,37.472531,126.518478,2020-04-27
13669,큰말로안길1,7,37.472408,126.518785,2020-04-27
13670,큰말로안길1,8,37.47221,126.519105,2020-04-27
13671,큰말로안길1,9,37.472005,126.519312,2020-04-27
13672,큰말로안길1,10,37.471815,126.519708,2020-04-27
13673,큰말로안길1,11,37.471977,126.520018,2020-04-27
13674,큰말로안길1,12,37.472125,126.520864,2020-04-27
13675,큰말로안길1,13,37.472177,126.521287,2020-04-27
13676,큰말로안길1,14,37.472144,126.521698,2020-04-27
13677,큰말로안길1,15,37.472143,126.521848,2020-04-27
13678,큰말로안길1,16,37.472133,126.522197,2020-04-27
13679,큰말로안길1,17,37.472133,126.522548,2020-04-27
13680,큰말로안길1,18,37.472267,126.522795,2020-04-27
13681,큰말로안길1,19,37.472539,126.522895,2020-04-27
13682,큰말로안길1,20,37.472791,126.522775,2020-04-27
13683,큰말로안길1,21,37.473156,126.522573,2020-04-27
13684,큰말로안길1,22,37.473289,126.522507,2020-04-27
13685,큰말로안길1,23,37.47307,126.522216,2020-04-27
13686,큰말로안길1,24,37.47267,126.521963,2020-04-27
13687,큰말로안길1,25,37.472404,126.5219,2020-04-27
13688,큰말로안길1,26,37.472655,126.521394,2020-04-27
13689,큰말로안길1,27,37.472662,126.521009,2020-04-27
13690,큰말로안길1,28,37.472886,126.521358,2020-04-27
13691,큰말로안길1,29,37.473075,126.520897,2020-04-27
13692,큰말로안길1,30,37.473223,126.521302,2020-04-27
13693,큰말로안길1,31,37.473374,126.521691,2020-04-27
13694,큰말로안길1,32,37.473515,126.522065,2020-04-27
13695,큰말로안길1,33,37.473583,126.522341,2020-04-27
13696,큰말로안길1,34,37.473928,126.522196,2020-04-27
13697,큰말로안길1,35,37.473799,126.521779,2020-04-27
13698,큰말로안길1,36,37.473673,126.521454,2020-04-27
13699,큰말로안길1,37,37.473549,126.521128,2020-04-27
13700,큰말로안길1,38,37.473423,126.5208,2020-04-27
13701,큰말로안길1,39,37.473316,126.520451,2020-04-27
13702,큰말로안길1,40,37.473013,126.520562,2020-04-27
13703,큰말로안길1,41,37.472779,126.520633,2020-04-27
13704,큰말로안길1,42,37.472416,126.520746,2020-04-27
13705,큰말로안길1,43,37.47228,126.520112,2020-04-27
13706,큰말로안길1,44,37.472255,126.519445,2020-04-27
13707,큰말로안길1,45,37.472394,126.51978,2020-04-27
13708,큰말로안길1,46,37.47248,126.520053,2020-04-27
13709,큰말로안길1,47,37.472744,126.519967,2020-04-27
13710,큰말로안길1,48,37.472989,126.519899,2020-04-27
13711,큰말로안길1,49,37.473181,126.51981,2020-04-27
13712,큰말로안길1,50,37.473152,126.519455,2020-04-27
13713,큰말로안길1,51,37.473139,126.519095,2020-04-27
13714,큰말로안길1,52,37.473155,126.518732,2020-04-27
13715,큰말로안길1,53,37.473195,126.518375,2020-04-27
13716,큰말로안길1,54,37.473302,126.517986,2020-04-27
13717,큰말로안길1,55,37.473007,126.517845,2020-04-27
13718,큰말로안길1,56,37.472789,126.517729,2020-04-27
13719,큰말로안길1,57,37.472472,126.520874,2020-04-27
13720,큰말로안길1,58,37.472468,126.521129,2020-04-27
13721,큰말로안길1,59,37.47247,126.521405,2020-04-27
13722,큰말로안길1,60,37.47244,126.521677,2020-04-27
13723,큰말로안길1,61,37.472231,126.519955,2020-04-27
13724,큰말로안길1,62,37.472143,126.519743,2020-04-27
13725,큰말로안길1,63,37.47204,126.519542,2020-04-27
13726,하늘길1길1,1,37.501364,126.502453,2020-04-27
13727,하늘길1길1,2,37.500747,126.502665,2020-04-27
13728,하늘길1길1,3,37.500407,126.502835,2020-04-27
13729,하늘길1길1,4,37.500368,126.503587,2020-04-27
13730,하늘길1길1,5,37.500616,126.503534,2020-04-27
13731,하늘길1길1,6,37.500843,126.503718,2020-04-27
13732,하늘길1길1,7,37.500453,126.504342,2020-04-27
13733,하늘길1길1,8,37.500734,126.504466,2020-04-27
13734,하늘길2길1,1,37.501945,126.50271,2020-04-27
13735,하늘길2길1,2,37.502472,126.503082,2020-04-27
13736,하늘길2길1,3,37.502892,126.503635,2020-04-27
13737,하늘길2길1,4,37.502743,126.503953,2020-04-27
13738,하늘길2길1,5,37.501183,126.503253,2020-04-27
13739,하늘길2길1,6,37.50172,126.503423,2020-04-27
13740,하늘길2길1,7,37.502154,126.503783,2020-04-27
13741,하늘길2길1,8,37.502298,126.50425,2020-04-27
13742,하늘길2길1,9,37.50183,126.504271,2020-04-27
13743,하늘길2길1,10,37.501636,126.504897,2020-04-27
13744,하늘길2길1,11,37.502183,126.504911,2020-04-27
13745,하늘길2길1,12,37.502442,126.504839,2020-04-27
13746,하늘길2길1,13,37.502902,126.504597,2020-04-27
13747,하늘길2길1,14,37.50331,126.504265,2020-04-27
13748,하늘누리로1,1,37.479147,126.499971,2020-04-27
13749,하늘누리로1,2,37.479302,126.500113,2020-04-27
13750,하늘누리로1,3,37.479453,126.500261,2020-04-27
13751,하늘누리로1,4,37.479608,126.500403,2020-04-27
13752,하늘누리로1,5,37.479759,126.500554,2020-04-27
13753,하늘누리로1,6,37.479876,126.500704,2020-04-27
13754,하늘누리로1,7,37.480012,126.500833,2020-04-27
13755,하늘누리로1,8,37.480146,126.500963,2020-04-27
13756,하늘누리로1,9,37.480282,126.50109,2020-04-27
13757,하늘누리로1,10,37.480388,126.501238,2020-04-27
13758,하늘누리로1,11,37.48066,126.501466,2020-04-27
13759,하늘누리로1,12,37.480813,126.50155,2020-04-27
13760,하늘누리로1,13,37.480954,126.501678,2020-04-27
13761,하늘누리로1,14,37.481095,126.501817,2020-04-27
13762,하늘누리로1,15,37.481236,126.501947,2020-04-27
13763,하늘누리로1,16,37.481376,126.502085,2020-04-27
13764,하늘누리로1,17,37.481516,126.502213,2020-04-27
13765,하늘누리로1,18,37.481669,126.502371,2020-04-27
13766,하늘누리로1,19,37.481807,126.502497,2020-04-27
13767,하늘누리로1,20,37.48195,126.502637,2020-04-27
13768,하늘누리로1,21,37.482081,126.502791,2020-04-27
13769,하늘누리로1,22,37.482209,126.502956,2020-04-27
13770,하늘누리로1,23,37.482316,126.503147,2020-04-27
13771,하늘누리로1,24,37.482409,126.50333,2020-04-27
13772,하늘누리로1,25,37.482495,126.503533,2020-04-27
13773,하늘누리로1,26,37.482562,126.503749,2020-04-27
13774,하늘누리로1,27,37.482639,126.503968,2020-04-27
13775,하늘누리로1,28,37.482713,126.504188,2020-04-27
13776,하늘누리로1,29,37.482783,126.504407,2020-04-27
13777,하늘누리로1,30,37.482857,126.504623,2020-04-27
13778,하늘누리로1,31,37.48293,126.504843,2020-04-27
13779,하늘누리로1,32,37.482999,126.505051,2020-04-27
13780,하늘누리로1,33,37.483063,126.505243,2020-04-27
13781,하늘누리로1,34,37.483129,126.50544,2020-04-27
13782,하늘누리로1,35,37.48319,126.505618,2020-04-27
13783,하늘누리로2,1,37.483479,126.505475,2020-04-27
13784,하늘누리로2,2,37.48342,126.505288,2020-04-27
13785,하늘누리로2,3,37.483352,126.505097,2020-04-27
13786,하늘누리로2,4,37.48329,126.504896,2020-04-27
13787,하늘누리로2,5,37.483217,126.504686,2020-04-27
13788,하늘누리로2,6,37.483149,126.50448,2020-04-27
13789,하늘누리로2,7,37.483079,126.50426,2020-04-27
13790,하늘누리로2,8,37.483008,126.504046,2020-04-27
13791,하늘누리로2,9,37.482936,126.503832,2020-04-27
13792,하늘누리로2,10,37.48285,126.503589,2020-04-27
13793,하늘누리로2,11,37.482765,126.503352,2020-04-27
13794,하늘누리로2,12,37.482679,126.503129,2020-04-27
13795,하늘누리로2,13,37.482576,126.502922,2020-04-27
13796,하늘누리로2,14,37.482462,126.502719,2020-04-27
13797,하늘누리로2,15,37.482338,126.502549,2020-04-27
13798,하늘누리로2,16,37.482197,126.502381,2020-04-27
13799,하늘누리로2,17,37.482048,126.502233,2020-04-27
13800,하늘누리로2,18,37.481894,126.502082,2020-04-27
13801,하늘누리로2,19,37.48171,126.501907,2020-04-27
13802,하늘누리로2,20,37.481588,126.501767,2020-04-27
13803,하늘누리로2,21,37.481454,126.501621,2020-04-27
13804,하늘누리로2,22,37.481312,126.501489,2020-04-27
